Dimension 1,Dimension 2,Dimension 3,Video,Label
0.2240117917789694,0.06386944983766016,-0.25377273949133333,0001.mp4,0
-0.081559004461808,0.0692329174098934,0.2414679654308787,0002.mp4,1
-0.29388119096881843,-0.1828258211688968,0.24682495075471467,0003.mp4,2
-0.3714058601095975,-0.32734318800962053,0.09769552420476482,0004.mp4,2
0.27329812995638364,-0.08074211616103967,-0.15040758046802766,0005.mp4,3
-0.3482650944989918,-0.18220202278577852,0.12688606114488493,0006.mp4,1
0.0407619345085703,0.3938465314818276,-0.15216945880650284,0007.mp4,4
0.0910392520233051,0.4777180201807171,-0.17539578624079818,0008.mp4,4
0.21325743523972135,-0.09175629328939397,0.0013461596759147014,0009.mp4,5
0.13630521171046367,0.409668161702092,0.6071647792613208,0010.mp4,6
-0.3635778828649624,-0.14267086966463208,-0.008867448051864983,0011.mp4,2
-0.23258372700351182,-0.05609997521415853,0.0192118541221052,0012.mp4,2
-0.3769828395951433,-0.22922260621428653,0.009085768667681073,0013.mp4,2
0.03275184501801258,-0.006404649457847107,0.007456926474343049,0014.mp4,7
0.3569185771474705,-0.17618470409435283,-0.3518487734554316,0015.mp4,8
0.0403649712592225,0.47973419403358036,-0.3854715565733323,0016.mp4,4
-0.09174417591146214,0.0037758863871481274,0.057226636167031546,0017.mp4,3
0.19945088804440267,-0.0011201203541782597,0.4273422388101672,0018.mp4,6
0.07373490339164701,0.24847690956724108,0.03985446630565515,0019.mp4,9
0.029141366470408214,0.5306386013266902,-0.21144859537264152,0020.mp4,4
0.47901523167477184,-0.22207359069041863,0.04776523310037939,0021.mp4,10
0.012828620119653049,0.1285837461029888,-0.10143151163022678,0022.mp4,11
0.025813817233943288,0.4069932791462764,-0.15099707874256718,0023.mp4,4
0.1531247965914611,-0.1198163843975544,-0.0320017385238372,0024.mp4,3
0.42365887678017095,-0.06877729621256637,-0.42239464577084535,0025.mp4,8
-0.04519972592418159,0.5239547764345384,-0.2404269151159692,0026.mp4,4
-0.17013446920945333,-0.3590443187455885,-0.006278658081629618,0027.mp4,2
